probe_id,literal,probe_kind,actual_valid,epoch,p_valid,correct
O32,(()))())(),off_by_one,False,60,0.439812,1
O32,(()))())(),off_by_one,False,70,0.481636,1
O32,(()))())(),off_by_one,False,80,0.468105,1
P1,((((((((((,valid_prefix,False,0,0.424836,1
P1,((((((((((,valid_prefix,False,10,0.069444,1
P1,((((((((((,valid_prefix,False,20,0.056909,1
P1,((((((((((,valid_prefix,False,30,0.024762,1
P1,((((((((((,valid_prefix,False,40,0.020566,1
P1,((((((((((,valid_prefix,False,50,0.007428,1
P1,((((((((((,valid_prefix,False,60,0.004525,1
P1,((((((((((,valid_prefix,False,70,0.004781,1
P1,((((((((((,valid_prefix,False,80,0.004199,1
P2,(((((((((),valid_prefix,False,0,0.538252,0
P2,(((((((((),valid_prefix,False,10,0.789506,0
P2,(((((((((),valid_prefix,False,20,0.875288,0
P2,(((((((((),valid_prefix,False,30,0.826469,0
P2,(((((((((),valid_prefix,False,40,0.834742,0
P2,(((((((((),valid_prefix,False,50,0.603960,0
P2,(((((((((),valid_prefix,False,60,0.431912,1
P2,(((((((((),valid_prefix,False,70,0.444885,1
P2,(((((((((),valid_prefix,False,80,0.414350,1
P3,(((((((()(,valid_prefix,False,0,0.336503,1
P3,(((((((()(,valid_prefix,False,10,0.045910,1
P3,(((((((()(,valid_prefix,False,20,0.025439,1
P3,(((((((()(,valid_prefix,False,30,0.011766,1
P3,(((((((()(,valid_prefix,False,40,0.012890,1
P3,(((((((()(,valid_prefix,False,50,0.008630,1
P3,(((((((()(,valid_prefix,False,60,0.009616,1
P3,(((((((()(,valid_prefix,False,70,0.008211,1
P3,(((((((()(,valid_prefix,False,80,0.008487,1
P4,(((((((()),valid_prefix,False,0,0.527993,0
P4,(((((((()),valid_prefix,False,10,0.742680,0
P4,(((((((()),valid_prefix,False,20,0.806382,0
P4,(((((((()),valid_prefix,False,30,0.759799,0
P4,(((((((()),valid_prefix,False,40,0.824080,0
P4,(((((((()),valid_prefix,False,50,0.730321,0
P4,(((((((()),valid_prefix,False,60,0.706397,0
P4,(((((((()),valid_prefix,False,70,0.670063,0
P4,(((((((()),valid_prefix,False,80,0.678771,0
P5,((((((()((,valid_prefix,False,0,0.428554,1
P5,((((((()((,valid_prefix,False,10,0.064591,1
P5,((((((()((,valid_prefix,False,20,0.077134,1
P5,((((((()((,valid_prefix,False,30,0.036311,1
P5,((((((()((,valid_prefix,False,40,0.027567,1
P5,((((((()((,valid_prefix,False,50,0.011176,1
P5,((((((()((,valid_prefix,False,60,0.008210,1
P5,((((((()((,valid_prefix,False,70,0.009797,1
P5,((((((()((,valid_prefix,False,80,0.008777,1
P6,((((((()(),valid_prefix,False,0,0.520165,0
P6,((((((()(),valid_prefix,False,10,0.749775,0
P6,((((((()(),valid_prefix,False,20,0.865260,0
P6,((((((()(),valid_prefix,False,30,0.819131,0
P6,((((((()(),valid_prefix,False,40,0.827800,0
P6,((((((()(),valid_prefix,False,50,0.666494,0
P6,((((((()(),valid_prefix,False,60,0.582457,0
P6,((((((()(),valid_prefix,False,70,0.611800,0
P6,((((((()(),valid_prefix,False,80,0.594829,0
P7,((((((())(,valid_prefix,False,0,0.367764,1
P7,((((((())(,valid_prefix,False,10,0.049097,1
P7,((((((())(,valid_prefix,False,20,0.045469,1
P7,((((((())(,valid_prefix,False,30,0.023361,1
P7,((((((())(,valid_prefix,False,40,0.022766,1
P7,((((((())(,valid_prefix,False,50,0.015161,1
P7,((((((())(,valid_prefix,False,60,0.019093,1
P7,((((((())(,valid_prefix,False,70,0.018592,1
P7,((((((())(,valid_prefix,False,80,0.019446,1
P8,((((((())),valid_prefix,False,0,0.530028,0
P8,((((((())),valid_prefix,False,10,0.724988,0
P8,((((((())),valid_prefix,False,20,0.844140,0
P8,((((((())),valid_prefix,False,30,0.816673,0
P8,((((((())),valid_prefix,False,40,0.855247,0
P8,((((((())),valid_prefix,False,50,0.789098,0
P8,((((((())),valid_prefix,False,60,0.805816,0
P8,((((((())),valid_prefix,False,70,0.796825,0
P8,((((((())),valid_prefix,False,80,0.806612,0
P9,(((((()(((,valid_prefix,False,0,0.379097,1
P9,(((((()(((,valid_prefix,False,10,0.039360,1
P9,(((((()(((,valid_prefix,False,20,0.021492,1
P9,(((((()(((,valid_prefix,False,30,0.007434,1
P9,(((((()(((,valid_prefix,False,40,0.005488,1
P9,(((((()(((,valid_prefix,False,50,0.002842,1
P9,(((((()(((,valid_prefix,False,60,0.002374,1
P9,(((((()(((,valid_prefix,False,70,0.002634,1
P9,(((((()(((,valid_prefix,False,80,0.002392,1
P10,(((((()((),valid_prefix,False,0,0.509427,0
P10,(((((()((),valid_prefix,False,10,0.719378,0
P10,(((((()((),valid_prefix,False,20,0.781533,0
P10,(((((()((),valid_prefix,False,30,0.656757,0
P10,(((((()((),valid_prefix,False,40,0.642430,0
P10,(((((()((),valid_prefix,False,50,0.398688,1
P10,(((((()((),valid_prefix,False,60,0.303358,1
P10,(((((()((),valid_prefix,False,70,0.326478,1
P10,(((((()((),valid_prefix,False,80,0.306557,1
P11,(((((()()(,valid_prefix,False,0,0.291205,1
P11,(((((()()(,valid_prefix,False,10,0.025392,1
P11,(((((()()(,valid_prefix,False,20,0.008991,1
P11,(((((()()(,valid_prefix,False,30,0.003329,1
P11,(((((()()(,valid_prefix,False,40,0.003177,1
P11,(((((()()(,valid_prefix,False,50,0.003007,1
P11,(((((()()(,valid_prefix,False,60,0.004567,1
P11,(((((()()(,valid_prefix,False,70,0.004134,1
P11,(((((()()(,valid_prefix,False,80,0.004377,1
P12,(((((()()),valid_prefix,False,0,0.495002,1
P12,(((((()()),valid_prefix,False,10,0.658561,0
P12,(((((()()),valid_prefix,False,20,0.647970,0
P12,(((((()()),valid_prefix,False,30,0.513996,0
P12,(((((()()),valid_prefix,False,40,0.577226,0
P12,(((((()()),valid_prefix,False,50,0.505474,0
P12,(((((()()),valid_prefix,False,60,0.552387,0
P12,(((((()()),valid_prefix,False,70,0.519799,0
P12,(((((()()),valid_prefix,False,80,0.537732,0
P13,(((((())((,valid_prefix,False,0,0.387564,1
P13,(((((())((,valid_prefix,False,10,0.039111,1
P13,(((((())((,valid_prefix,False,20,0.033644,1
P13,(((((())((,valid_prefix,False,30,0.012960,1
P13,(((((())((,valid_prefix,False,40,0.008895,1
P13,(((((())((,valid_prefix,False,50,0.004664,1
P13,(((((())((,valid_prefix,False,60,0.004396,1
P13,(((((())((,valid_prefix,False,70,0.005416,1
P13,(((((())((,valid_prefix,False,80,0.004993,1
P14,(((((())(),valid_prefix,False,0,0.492754,1
P14,(((((())(),valid_prefix,False,10,0.684790,0
P14,(((((())(),valid_prefix,False,20,0.800895,0
P14,(((((())(),valid_prefix,False,30,0.709975,0
P14,(((((())(),valid_prefix,False,40,0.702530,0
P14,(((((())(),valid_prefix,False,50,0.510384,0
P14,(((((())(),valid_prefix,False,60,0.465446,1
P14,(((((())(),valid_prefix,False,70,0.506799,0
P14,(((((())(),valid_prefix,False,80,0.495200,1
P15,(((((()))(,valid_prefix,False,0,0.323328,1
P15,(((((()))(,valid_prefix,False,10,0.028462,1
P15,(((((()))(,valid_prefix,False,20,0.017449,1
P15,(((((()))(,valid_prefix,False,30,0.007157,1
P15,(((((()))(,valid_prefix,False,40,0.006163,1
P15,(((((()))(,valid_prefix,False,50,0.005480,1
P15,(((((()))(,valid_prefix,False,60,0.009051,1
P15,(((((()))(,valid_prefix,False,70,0.009184,1
P15,(((((()))(,valid_prefix,False,80,0.009816,1
P16,(((((()))),valid_prefix,False,0,0.497886,1
P16,(((((()))),valid_prefix,False,10,0.648863,0
P16,(((((()))),valid_prefix,False,20,0.738301,0
P16,(((((()))),valid_prefix,False,30,0.650498,0
P16,(((((()))),valid_prefix,False,40,0.688255,0
P16,(((((()))),valid_prefix,False,50,0.618208,0
P16,(((((()))),valid_prefix,False,60,0.690248,0
P16,(((((()))),valid_prefix,False,70,0.684300,0
P16,(((((()))),valid_prefix,False,80,0.702205,0
P17,((((()((((,valid_prefix,False,0,0.438831,1
P17,((((()((((,valid_prefix,False,10,0.080234,1
P17,((((()((((,valid_prefix,False,20,0.079132,1
P17,((((()((((,valid_prefix,False,30,0.036084,1
P17,((((()((((,valid_prefix,False,40,0.028816,1
P17,((((()((((,valid_prefix,False,50,0.008126,1
P17,((((()((((,valid_prefix,False,60,0.004334,1
P17,((((()((((,valid_prefix,False,70,0.004757,1
P17,((((()((((,valid_prefix,False,80,0.004155,1
P18,((((()(((),valid_prefix,False,0,0.550702,0
P18,((((()(((),valid_prefix,False,10,0.811701,0
P18,((((()(((),valid_prefix,False,20,0.897281,0
P18,((((()(((),valid_prefix,False,30,0.853608,0
P18,((((()(((),valid_prefix,False,40,0.848681,0
P18,((((()(((),valid_prefix,False,50,0.599660,0
P18,((((()(((),valid_prefix,False,60,0.409941,1
P18,((((()(((),valid_prefix,False,70,0.433871,1
P18,((((()(((),valid_prefix,False,80,0.402597,1
P19,((((()(()(,valid_prefix,False,0,0.350126,1
P19,((((()(()(,valid_prefix,False,10,0.053986,1
P19,((((()(()(,valid_prefix,False,20,0.037159,1
P19,((((()(()(,valid_prefix,False,30,0.018475,1
P19,((((()(()(,valid_prefix,False,40,0.020169,1
P19,((((()(()(,valid_prefix,False,50,0.010084,1
P19,((((()(()(,valid_prefix,False,60,0.009422,1
P19,((((()(()(,valid_prefix,False,70,0.008337,1
P19,((((()(()(,valid_prefix,False,80,0.008556,1
P20,((((()(()),valid_prefix,False,0,0.541835,0
P20,((((()(()),valid_prefix,False,10,0.773688,0
P20,((((()(()),valid_prefix,False,20,0.854112,0
P20,((((()(()),valid_prefix,False,30,0.826818,0
P20,((((()(()),valid_prefix,False,40,0.875610,0
P20,((((()(()),valid_prefix,False,50,0.755503,0
P20,((((()(()),valid_prefix,False,60,0.699458,0
P20,((((()(()),valid_prefix,False,70,0.671746,0
P20,((((()(()),valid_prefix,False,80,0.678323,0
P21,((((()()((,valid_prefix,False,0,0.441370,1
P21,((((()()((,valid_prefix,False,10,0.075060,1
P21,((((()()((,valid_prefix,False,20,0.104938,1
P21,((((()()((,valid_prefix,False,30,0.051181,1
P21,((((()()((,valid_prefix,False,40,0.037535,1
P21,((((()()((,valid_prefix,False,50,0.012445,1
P21,((((()()((,valid_prefix,False,60,0.008036,1
P21,((((()()((,valid_prefix,False,70,0.009912,1
P21,((((()()((,valid_prefix,False,80,0.008812,1
P22,((((()()(),valid_prefix,False,0,0.531439,0
P22,((((()()(),valid_prefix,False,10,0.772471,0
P22,((((()()(),valid_prefix,False,20,0.879814,0
P22,((((()()(),valid_prefix,False,30,0.831255,0
P22,((((()()(),valid_prefix,False,40,0.827629,0
P22,((((()()(),valid_prefix,False,50,0.657930,0
P22,((((()()(),valid_prefix,False,60,0.560416,0
P22,((((()()(),valid_prefix,False,70,0.598918,0
P22,((((()()(),valid_prefix,False,80,0.580537,0
P23,((((()())(,valid_prefix,False,0,0.381447,1
P23,((((()())(,valid_prefix,False,10,0.058196,1
P23,((((()())(,valid_prefix,False,20,0.066315,1
P23,((((()())(,valid_prefix,False,30,0.036337,1
P23,((((()())(,valid_prefix,False,40,0.034830,1
P23,((((()())(,valid_prefix,False,50,0.018016,1
P23,((((()())(,valid_prefix,False,60,0.019160,1
P23,((((()())(,valid_prefix,False,70,0.019247,1
P23,((((()())(,valid_prefix,False,80,0.019939,1
P24,((((()())),valid_prefix,False,0,0.542958,0
P24,((((()())),valid_prefix,False,10,0.755452,0
P24,((((()())),valid_prefix,False,20,0.876697,0
P24,((((()())),valid_prefix,False,30,0.857716,0
P24,((((()())),valid_prefix,False,40,0.886978,0
P24,((((()())),valid_prefix,False,50,0.807387,0
P24,((((()())),valid_prefix,False,60,0.802560,0
P24,((((()())),valid_prefix,False,70,0.798403,0
P24,((((()())),valid_prefix,False,80,0.806457,0
P25,((((())(((,valid_prefix,False,0,0.391121,1
P25,((((())(((,valid_prefix,False,10,0.044827,1
P25,((((())(((,valid_prefix,False,20,0.029949,1
P25,((((())(((,valid_prefix,False,30,0.010900,1
P25,((((())(((,valid_prefix,False,40,0.007948,1
P25,((((())(((,valid_prefix,False,50,0.003221,1
P25,((((())(((,valid_prefix,False,60,0.002367,1
P25,((((())(((,valid_prefix,False,70,0.002713,1
P25,((((())(((,valid_prefix,False,80,0.002453,1
P26,((((())((),valid_prefix,False,0,0.520795,0
P26,((((())((),valid_prefix,False,10,0.744162,0
P26,((((())((),valid_prefix,False,20,0.823350,0
P26,((((())((),valid_prefix,False,30,0.719800,0
P26,((((())((),valid_prefix,False,40,0.696458,0
P26,((((())((),valid_prefix,False,50,0.411452,1
P26,((((())((),valid_prefix,False,60,0.294437,1
P26,((((())((),valid_prefix,False,70,0.326251,1
P26,((((())((),valid_prefix,False,80,0.305662,1
P27,((((())()(,valid_prefix,False,0,0.301653,1
P27,((((())()(,valid_prefix,False,10,0.029302,1
P27,((((())()(,valid_prefix,False,20,0.012766,1
P27,((((())()(,valid_prefix,False,30,0.005039,1
P27,((((())()(,valid_prefix,False,40,0.004898,1
P27,((((())()(,valid_prefix,False,50,0.003559,1
P27,((((())()(,valid_prefix,False,60,0.004612,1
P27,((((())()(,valid_prefix,False,70,0.004304,1
P27,((((())()(,valid_prefix,False,80,0.004538,1
P28,((((())()),valid_prefix,False,0,0.506949,0
P28,((((())()),valid_prefix,False,10,0.692399,0
P28,((((())()),valid_prefix,False,20,0.722794,0
P28,((((())()),valid_prefix,False,30,0.619988,0
P28,((((())()),valid_prefix,False,40,0.682978,0
P28,((((())()),valid_prefix,False,50,0.548168,0
P28,((((())()),valid_prefix,False,60,0.554194,0
P28,((((())()),valid_prefix,False,70,0.530945,0
P28,((((())()),valid_prefix,False,80,0.547055,0
P29,((((()))((,valid_prefix,False,0,0.400110,1
P29,((((()))((,valid_prefix,False,10,0.045341,1
P29,((((()))((,valid_prefix,False,20,0.047803,1
P29,((((()))((,valid_prefix,False,30,0.019381,1
P29,((((()))((,valid_prefix,False,40,0.013137,1
P29,((((()))((,valid_prefix,False,50,0.005471,1
P29,((((()))((,valid_prefix,False,60,0.004521,1
P29,((((()))((,valid_prefix,False,70,0.005740,1
P29,((((()))((,valid_prefix,False,80,0.005261,1
P30,((((()))(),valid_prefix,False,0,0.504371,0
P30,((((()))(),valid_prefix,False,10,0.711549,0
P30,((((()))(),valid_prefix,False,20,0.832585,0
P30,((((()))(),valid_prefix,False,30,0.752276,0
P30,((((()))(),valid_prefix,False,40,0.735889,0
P30,((((()))(),valid_prefix,False,50,0.521535,0
P30,((((()))(),valid_prefix,False,60,0.456252,1
P30,((((()))(),valid_prefix,False,70,0.506103,0
P30,((((()))(),valid_prefix,False,80,0.493287,1
P31,((((())))(,valid_prefix,False,0,0.335348,1
P31,((((())))(,valid_prefix,False,10,0.033498,1
P31,((((())))(,valid_prefix,False,20,0.025942,1
P31,((((())))(,valid_prefix,False,30,0.011439,1
P31,((((())))(,valid_prefix,False,40,0.009942,1
P31,((((())))(,valid_prefix,False,50,0.006766,1
P31,((((())))(,valid_prefix,False,60,0.009487,1
P31,((((())))(,valid_prefix,False,70,0.009903,1
P31,((((())))(,valid_prefix,False,80,0.010517,1
P32,(((()(((((,valid_prefix,False,0,0.422866,1
P32,(((()(((((,valid_prefix,False,10,0.067761,1
P32,(((()(((((,valid_prefix,False,20,0.047361,1
P32,(((()(((((,valid_prefix,False,30,0.018887,1
P32,(((()(((((,valid_prefix,False,40,0.015047,1
P32,(((()(((((,valid_prefix,False,50,0.006156,1
P32,(((()(((((,valid_prefix,False,60,0.003924,1
P32,(((()(((((,valid_prefix,False,70,0.004151,1
P32,(((()(((((,valid_prefix,False,80,0.003636,1
B1,(((()))))(,balanced_invalid,False,0,0.333688,1
B1,(((()))))(,balanced_invalid,False,10,0.031940,1
B1,(((()))))(,balanced_invalid,False,20,0.020877,1
B1,(((()))))(,balanced_invalid,False,30,0.008504,1
B1,(((()))))(,balanced_invalid,False,40,0.007120,1
B1,(((()))))(,balanced_invalid,False,50,0.005685,1
B1,(((()))))(,balanced_invalid,False,60,0.008477,1
B1,(((()))))(,balanced_invalid,False,70,0.008805,1
B1,(((()))))(,balanced_invalid,False,80,0.009319,1
B2,((()())))(,balanced_invalid,False,0,0.336057,1
B2,((()())))(,balanced_invalid,False,10,0.034423,1
B2,((()())))(,balanced_invalid,False,20,0.029564,1
B2,((()())))(,balanced_invalid,False,30,0.013988,1
B2,((()())))(,balanced_invalid,False,40,0.012776,1
B2,((()())))(,balanced_invalid,False,50,0.007723,1
B2,((()())))(,balanced_invalid,False,60,0.010115,1
B2,((()())))(,balanced_invalid,False,70,0.010510,1
B2,((()())))(,balanced_invalid,False,80,0.011163,1
B3,((())()))(,balanced_invalid,False,0,0.321857,1
B3,((())()))(,balanced_invalid,False,10,0.027623,1
B3,((())()))(,balanced_invalid,False,20,0.015649,1
B3,((())()))(,balanced_invalid,False,30,0.006332,1
B3,((())()))(,balanced_invalid,False,40,0.005541,1
B3,((())()))(,balanced_invalid,False,50,0.005202,1
B3,((())()))(,balanced_invalid,False,60,0.008572,1
B3,((())()))(,balanced_invalid,False,70,0.008653,1
B3,((())()))(,balanced_invalid,False,80,0.009216,1
B4,((()))())(,balanced_invalid,False,0,0.380908,1
B4,((()))())(,balanced_invalid,False,10,0.058241,1
B4,((()))())(,balanced_invalid,False,20,0.063289,1
B4,((()))())(,balanced_invalid,False,30,0.034571,1
B4,((()))())(,balanced_invalid,False,40,0.033783,1
B4,((()))())(,balanced_invalid,False,50,0.017513,1
B4,((()))())(,balanced_invalid,False,60,0.018110,1
B4,((()))())(,balanced_invalid,False,70,0.017984,1
B4,((()))())(,balanced_invalid,False,80,0.018536,1
B5,((())))((),balanced_invalid,False,0,0.520332,0
B5,((())))((),balanced_invalid,False,10,0.744113,0
B5,((())))((),balanced_invalid,False,20,0.815425,0
B5,((())))((),balanced_invalid,False,30,0.704345,0
B5,((())))((),balanced_invalid,False,40,0.679296,0
B5,((())))((),balanced_invalid,False,50,0.391590,1
B5,((())))((),balanced_invalid,False,60,0.272763,1
B5,((())))((),balanced_invalid,False,70,0.303637,1
B5,((())))((),balanced_invalid,False,80,0.282955,1
B6,((())))()(,balanced_invalid,False,0,0.301248,1
B6,((())))()(,balanced_invalid,False,10,0.029182,1
B6,((())))()(,balanced_invalid,False,20,0.011750,1
B6,((())))()(,balanced_invalid,False,30,0.004571,1
B6,((())))()(,balanced_invalid,False,40,0.004531,1
B6,((())))()(,balanced_invalid,False,50,0.003413,1
B6,((())))()(,balanced_invalid,False,60,0.004382,1
B6,((())))()(,balanced_invalid,False,70,0.004054,1
B6,((())))()(,balanced_invalid,False,80,0.004262,1
B7,((()))))((,balanced_invalid,False,0,0.398117,1
B7,((()))))((,balanced_invalid,False,10,0.044033,1
B7,((()))))((,balanced_invalid,False,20,0.043829,1
B7,((()))))((,balanced_invalid,False,30,0.017580,1
B7,((()))))((,balanced_invalid,False,40,0.012009,1
B7,((()))))((,balanced_invalid,False,50,0.005157,1
B7,((()))))((,balanced_invalid,False,60,0.004247,1
B7,((()))))((,balanced_invalid,False,70,0.005369,1
B7,((()))))((,balanced_invalid,False,80,0.004910,1
B8,(()(())))(,balanced_invalid,False,0,0.335029,1
B8,(()(())))(,balanced_invalid,False,10,0.033194,1
B8,(()(())))(,balanced_invalid,False,20,0.024320,1
B8,(()(())))(,balanced_invalid,False,30,0.010338,1
B8,(()(())))(,balanced_invalid,False,40,0.008757,1
B8,(()(())))(,balanced_invalid,False,50,0.006454,1
B8,(()(())))(,balanced_invalid,False,60,0.009353,1
B8,(()(())))(,balanced_invalid,False,70,0.009733,1
B8,(()(())))(,balanced_invalid,False,80,0.010324,1
B9,(()()()))(,balanced_invalid,False,0,0.320961,1
B9,(()()()))(,balanced_invalid,False,10,0.026731,1
B9,(()()()))(,balanced_invalid,False,20,0.013152,1
B9,(()()()))(,balanced_invalid,False,30,0.004876,1
B9,(()()()))(,balanced_invalid,False,40,0.003959,1
B9,(()()()))(,balanced_invalid,False,50,0.004416,1
B9,(()()()))(,balanced_invalid,False,60,0.007964,1
B9,(()()()))(,balanced_invalid,False,70,0.008051,1
B9,(()()()))(,balanced_invalid,False,80,0.008555,1
B10,(()())())(,balanced_invalid,False,0,0.379582,1
B10,(()())())(,balanced_invalid,False,10,0.055741,1
B10,(()())())(,balanced_invalid,False,20,0.052097,1
B10,(()())())(,balanced_invalid,False,30,0.025658,1
B10,(()())())(,balanced_invalid,False,40,0.023243,1
B10,(()())())(,balanced_invalid,False,50,0.014566,1
B10,(()())())(,balanced_invalid,False,60,0.016691,1
B10,(()())())(,balanced_invalid,False,70,0.016607,1
B10,(()())())(,balanced_invalid,False,80,0.017102,1
B11,(()()))((),balanced_invalid,False,0,0.519082,0
B11,(()()))((),balanced_invalid,False,10,0.738853,0
B11,(()()))((),balanced_invalid,False,20,0.794004,0
B11,(()()))((),balanced_invalid,False,30,0.656824,0
B11,(()()))((),balanced_invalid,False,40,0.617063,0
B11,(()()))((),balanced_invalid,False,50,0.362566,1
B11,(()()))((),balanced_invalid,False,60,0.263968,1
B11,(()()))((),balanced_invalid,False,70,0.294244,1
B11,(()()))((),balanced_invalid,False,80,0.273806,1
B12,(()()))()(,balanced_invalid,False,0,0.300534,1
B12,(()()))()(,balanced_invalid,False,10,0.028346,1
B12,(()()))()(,balanced_invalid,False,20,0.009848,1
B12,(()()))()(,balanced_invalid,False,30,0.003471,1
B12,(()()))()(,balanced_invalid,False,40,0.003167,1
B12,(()()))()(,balanced_invalid,False,50,0.002888,1
B12,(()()))()(,balanced_invalid,False,60,0.004080,1
B12,(()()))()(,balanced_invalid,False,70,0.003783,1
B12,(()()))()(,balanced_invalid,False,80,0.003969,1
B13,(()())))((,balanced_invalid,False,0,0.396848,1
B13,(()())))((,balanced_invalid,False,10,0.042524,1
B13,(()())))((,balanced_invalid,False,20,0.036778,1
B13,(()())))((,balanced_invalid,False,30,0.013520,1
B13,(()())))((,balanced_invalid,False,40,0.008726,1
B13,(()())))((,balanced_invalid,False,50,0.004457,1
B13,(()())))((,balanced_invalid,False,60,0.003985,1
B13,(()())))((,balanced_invalid,False,70,0.005034,1
B13,(()())))((,balanced_invalid,False,80,0.004599,1
B14,(())(()))(,balanced_invalid,False,0,0.323489,1
B14,(())(()))(,balanced_invalid,False,10,0.028824,1
B14,(())(()))(,balanced_invalid,False,20,0.018418,1
B14,(())(()))(,balanced_invalid,False,30,0.007788,1
B14,(())(()))(,balanced_invalid,False,40,0.006863,1
B14,(())(()))(,balanced_invalid,False,50,0.005915,1
B14,(())(()))(,balanced_invalid,False,60,0.009455,1
B14,(())(()))(,balanced_invalid,False,70,0.009511,1
B14,(())(()))(,balanced_invalid,False,80,0.010156,1
B15,(())()())(,balanced_invalid,False,0,0.382525,1
B15,(())()())(,balanced_invalid,False,10,0.060087,1
B15,(())()())(,balanced_invalid,False,20,0.072012,1
B15,(())()())(,balanced_invalid,False,30,0.040956,1
B15,(())()())(,balanced_invalid,False,40,0.040394,1
B15,(())()())(,balanced_invalid,False,50,0.020004,1
B15,(())()())(,balanced_invalid,False,60,0.020356,1
B15,(())()())(,balanced_invalid,False,70,0.020215,1
B15,(())()())(,balanced_invalid,False,80,0.020887,1
B16,(())())((),balanced_invalid,False,0,0.521516,0
B16,(())())((),balanced_invalid,False,10,0.747275,0
B16,(())())((),balanced_invalid,False,20,0.830757,0
B16,(())())((),balanced_invalid,False,30,0.735860,0
B16,(())())((),balanced_invalid,False,40,0.717418,0
B16,(())())((),balanced_invalid,False,50,0.427876,1
B16,(())())((),balanced_invalid,False,60,0.299335,1
B16,(())())((),balanced_invalid,False,70,0.329625,1
B16,(())())((),balanced_invalid,False,80,0.308155,1
B17,(())())()(,balanced_invalid,False,0,0.302077,1
B17,(())())()(,balanced_invalid,False,10,0.029769,1
B17,(())())()(,balanced_invalid,False,20,0.013623,1
B17,(())())()(,balanced_invalid,False,30,0.005576,1
B17,(())())()(,balanced_invalid,False,40,0.005581,1
B17,(())())()(,balanced_invalid,False,50,0.003871,1
B17,(())())()(,balanced_invalid,False,60,0.004817,1
B17,(())())()(,balanced_invalid,False,70,0.004453,1
B17,(())())()(,balanced_invalid,False,80,0.004688,1
B18,(())()))((,balanced_invalid,False,0,0.400834,1
B18,(())()))((,balanced_invalid,False,10,0.046254,1
B18,(())()))((,balanced_invalid,False,20,0.050954,1
B18,(())()))((,balanced_invalid,False,30,0.021251,1
B18,(())()))((,balanced_invalid,False,40,0.014631,1
B18,(())()))((,balanced_invalid,False,50,0.005859,1
B18,(())()))((,balanced_invalid,False,60,0.004680,1
B18,(())()))((,balanced_invalid,False,70,0.005908,1
B18,(())()))((,balanced_invalid,False,80,0.005403,1
B19,(()))((()),balanced_invalid,False,0,0.528162,0
B19,(()))((()),balanced_invalid,False,10,0.745044,0
B19,(()))((()),balanced_invalid,False,20,0.790811,0
B19,(()))((()),balanced_invalid,False,30,0.730227,0
B19,(()))((()),balanced_invalid,False,40,0.797499,0
B19,(()))((()),balanced_invalid,False,50,0.711454,0
B19,(()))((()),balanced_invalid,False,60,0.684061,0
B19,(()))((()),balanced_invalid,False,70,0.644762,0
B19,(()))((()),balanced_invalid,False,80,0.651849,0
B20,(()))(()(),balanced_invalid,False,0,0.518614,0
B20,(()))(()(),balanced_invalid,False,10,0.746994,0
B20,(()))(()(),balanced_invalid,False,20,0.858841,0
B20,(()))(()(),balanced_invalid,False,30,0.810009,0
B20,(()))(()(),balanced_invalid,False,40,0.819212,0
B20,(()))(()(),balanced_invalid,False,50,0.652918,0
B20,(()))(()(),balanced_invalid,False,60,0.558476,0
B20,(()))(()(),balanced_invalid,False,70,0.588212,0
B20,(()))(()(),balanced_invalid,False,80,0.568539,0
B21,(()))(())(,balanced_invalid,False,0,0.366716,1
B21,(()))(())(,balanced_invalid,False,10,0.048426,1
B21,(()))(())(,balanced_invalid,False,20,0.039864,1
B21,(()))(())(,balanced_invalid,False,30,0.019574,1
B21,(()))(())(,balanced_invalid,False,40,0.018960,1
B21,(()))(())(,balanced_invalid,False,50,0.013996,1
B21,(()))(())(,balanced_invalid,False,60,0.017811,1
B21,(()))(())(,balanced_invalid,False,70,0.017124,1
B21,(()))(())(,balanced_invalid,False,80,0.017793,1
B22,(()))()((),balanced_invalid,False,0,0.508561,0
B22,(()))()((),balanced_invalid,False,10,0.716513,0
B22,(()))()((),balanced_invalid,False,20,0.759732,0
B22,(()))()((),balanced_invalid,False,30,0.614351,0
B22,(()))()((),balanced_invalid,False,40,0.593221,0
B22,(()))()((),balanced_invalid,False,50,0.367534,1
B22,(()))()((),balanced_invalid,False,60,0.275643,1
B22,(()))()((),balanced_invalid,False,70,0.298070,1
B22,(()))()((),balanced_invalid,False,80,0.277625,1
B23,(()))()()(,balanced_invalid,False,0,0.290320,1
B23,(()))()()(,balanced_invalid,False,10,0.024951,1
B23,(()))()()(,balanced_invalid,False,20,0.007692,1
B23,(()))()()(,balanced_invalid,False,30,0.002708,1
B23,(()))()()(,balanced_invalid,False,40,0.002556,1
B23,(()))()()(,balanced_invalid,False,50,0.002712,1
B23,(()))()()(,balanced_invalid,False,60,0.004209,1
B23,(()))()()(,balanced_invalid,False,70,0.003785,1
B23,(()))()()(,balanced_invalid,False,80,0.003987,1
B24,(()))())((,balanced_invalid,False,0,0.384809,1
B24,(()))())((,balanced_invalid,False,10,0.037253,1
B24,(()))())((,balanced_invalid,False,20,0.028298,1
B24,(()))())((,balanced_invalid,False,30,0.010410,1
B24,(()))())((,balanced_invalid,False,40,0.007053,1
B24,(()))())((,balanced_invalid,False,50,0.004167,1
B24,(()))())((,balanced_invalid,False,60,0.004030,1
B24,(()))())((,balanced_invalid,False,70,0.004945,1
